source_pdf,authors,year,title,journal,pmid,doi
Edinburgh Infectious Diseases publications 2015.pdf,"300.  O'Connor, R.A., and Anderton, S.M.",2015,"Inflammation -associated genes: risks and benefits to Foxp3+ Treg 
function","Immunology 146, 194 -205",26190495,"DOI:
    
  

      10.1111/imm.12507"
Edinburgh Infectious Diseases publications 2015.pdf,"301.  O'Neill, S., Humphries, D.,  Tse, G., Marson, L.P., Dhaliwal, K., Hughes, J., Ross, J.A., Wigmore, S.J., and 
Harrison, E.M.",2015,"Heat shock protein 90 inhibition abrogates TLR4 -mediated NF -kappaB activity and 
reduces renal ischemia -reperfusion injury","Sci Rep 5, 12958",31440938,"DOI:
    
  

      10.1007/s10753-019-01074-2"
Edinburgh Infectious Diseases publications 2015.pdf,"302.  Ochoa -Villarreal, M., Howat, S., Hong, S., Jang, M.O., Jin, Y.W., Lee, E.K., and Loake, G.J.",2015,"Plant cell 
culture strategies for the production of natural products",BMB reports,26698871,"DOI:
    
  

      10.5483/bmbrep.2016.49.3.264"
Edinburgh Infectious Diseases publications 2015.pdf,"303.  Ochoa -Villarreal, M., Howat, S., Jang, M.O., Kim, I.S., Jin, Y.W., Lee, E.K., and Loake, G.J.",2015,"Cambial 
meristematic cells: a platform for the production of plant natural products","N Biotechnol 32, 581 -587",26698871,"DOI:
    
  

      10.5483/bmbrep.2016.49.3.264"
Edinburgh Infectious Diseases publications 2015.pdf,"304.  Okello, A.L., Beange, I., Shaw, A., Moriyon, I., Gabriel, S., Bardosh, K., Johansen, M.V., Saarnak, C., 
Mukaratirwa, S., Berkvens, D., et al.",2015,"Raising the political profile of the neglected zoonotic diseases: 
three complementary European commission -funded projects to streamline research, build capacity and 
advocate for control","PLoS Negl Trop Dis 9, e0003505",26475892,"DOI:
    
  

      10.1136/vr.h5454"
Edinburgh Infectious Diseases publications 2015.pdf,"305.  Okello, A.L., Burniston, S., Conlan, J.V., Inthavong, P., Khamlome, B., Welburn, S.C., Gilbert, J., Allen, J., and 
Blacksell, S.D.",2015,"Prevalence of Endemic Pig -Associated Zoonoses in Southeast Asia: A Review of Findings 
from the Lao Peopl e's Democratic Republic","Am J Trop Med Hyg 92, 1059 -1066",27070428,"DOI:
    
  

      10.1371/journal.pntd.0003913"
Edinburgh Infectious Diseases publications 2015.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
306.  Okoro, C.K., Barquist, L., Connor, T.R., Harris, S.R., Clare, S., Stevens, M.P., Arends, M.J., Hale, C., Kane, L., 
Pickard, D.J., et al.",2015,"Signatures of Adaptation in Human Invasive Salmo nella Typhimurium ST313 
Populations from Sub -Saharan Africa","PLoS Negl Trop Dis 9, e0003611",26076129,"DOI:
    
  

      10.1371/journal.pntd.0003848"
Edinburgh Infectious Diseases publications 2015.pdf,"307.  Olds, J.E., Burrough, E., Madison, D., Ensley, S., Horst, R., Janke, B.H., Schwartz, K., Stevenson, G.W., Gauger, 
P., Cooper, V.L., et al.",2015,"Clinical in vestigation into feed -related hypervitaminosis D in a captive flock of 
budgerigars (Melopsittacus undulatus): morbidity, mortalities, and pathologic lesions","Journal of zoo and 
wildlife medicine : official publication of the American Association of Zoo Vet erinarians 46, 9-17",31833308,"DOI:
    
  

      10.1647/2018-395"
Edinburgh Infectious Diseases publications 2015.pdf,"308.  Opazo, A., Lopes, B.S., Garcia, P., Dominguez Yevenes, M., Lima, C., Bello -Toledo, H., Gonzalez -Rocha, G., and 
Amyes, S.G.",2015,"Draft Genome Sequence of a Multidrug -Resistant Acinetobacter baumannii Strain from 
Chile",Genome An nounc 3,27594976,"DOI:
    
  

      10.1186/s40793-016-0181-7"
Edinburgh Infectious Diseases publications 2015.pdf,"309.  Opriessnig, T.",2015,Re -emergence of porcine epidemic diarrhea virus in the global pig population,"Vet J 
204, 131",25913224,"DOI:
    
  

      10.1016/j.tvjl.2015.03.019"
Edinburgh Infectious Diseases publications 2015.pdf,"310.  Oshita, M., Yokoyama, T., Takei, Y., Takeuchi, A., Ironside, J.W., Kitamoto, T., and Morita, M.",2015,"Efficient 
propag ation of variant Creutzfeldt -Jakob disease prion protein using the cell -protein misfolding cyclic 
amplification technique with samples containing plasma and heparin","Transfusion 56, 223 -230",21565253,"DOI:
    
  

      10.1016/j.neulet.2011.04.072"
Edinburgh Infectious Diseases publications 2015.pdf,"311.  Pan, Q., Cui, B., Deng, F., Quan, J., Loake, G.J., and Shan,  W.",2015,"RTP1 encodes a novel endoplasmic 
reticulum (ER) -localized protein in Arabidopsis and negatively regulates resistance against biotrophic 
pathogens",The New phytologist,21670223,"DOI:
    
  

      10.1104/pp.111.176933"
Edinburgh Infectious Diseases publications 2015.pdf,"312.  Park, D.J., Dudas, G., Wohl, S., Goba, A., Whitmer, S.L., Andersen, K.G ., Sealfon, R.S., Ladner, J.T., Kugelman, 
J.R., Matranga, C.B., et al.",2015,"Ebola Virus Epidemiology, Transmission, and Evolution during Seven 
Months in Sierra Leone","Cell 161, 1516 -1526",25214632,"DOI:
    
  

      10.1126/science.1259657"
Edinburgh Infectious Diseases publications 2015.pdf,"313.  Park, J.Y., An, Y.R., Kanda, N., An, C.M., An, H.S., Kang, J .H., Kim, E.M., An, D.H., Jung, H., Joung, M., et al.",2015,Cetaceans evolution: insights from the genome sequences of common minke whales,"BMC Genomics 
16, 13",28086785,"DOI:
    
  

      10.1186/s12864-016-3416-5"
Edinburgh Infectious Diseases publications 2015.pdf,"314.  Patarcic, I., Gelemanovic, A., Kirin, M., Kolcic, I., Theodoratou, E., Baillie, K.J., de  Jong, M.D., Rudan, I., 
Campbell, H., and Polasek, O.",2015,"The role of host genetic factors in respiratory tract infectious diseases: 
systematic review, meta -analyses and field synopsis","Sci Rep 5, 16119",28403045,"DOI:
    
  

      10.1097/INF.0000000000001479"
Edinburgh Infectious Diseases publications 2015.pdf,"315.  Pavitt, A.T., Walling, C.A., Mostl, E., Pem berton, J.M., and Kruuk, L.E.",2015,"Cortisol but not testosterone is 
repeatable and varies with reproductive effort in wild red deer stags","Gen Comp Endocrinol 222, 62-68",26209865,"DOI:
    
  

      10.1016/j.ygcen.2015.07.009"
Edinburgh Infectious Diseases publications 2015.pdf,"316.  Pavli, P., Venkateswaran, S., Bradley, M., and Bridle, H.",2015,"Enhancing C ryptosporidium parvum recovery 
rates for improved water monitoring","Chemosphere 143, 57-63",24645460,"DOI:
    
  

      10.1080/09593330.2013.851280"
Edinburgh Infectious Diseases publications 2015.pdf,"317.  Peachey, L.E., Pinchbeck, G.L., Matthews, J.B., Burden, F.A., Mulugeta, G., Scantlebury, C.E., and Hodgkinson, 
J.E.",2015,"An evidence -based approach to the e valuation of ethnoveterinary medicines against strongyle 
nematodes of equids","Vet Parasitol 210, 40-52",21605649,"DOI:
    
  

      10.1016/j.jep.2011.04.063"
Edinburgh Infectious Diseases publications 2015.pdf,"318.  Pearce, J., and Fernando, I.",2015,"The value of a multi -specialty service, including genitourinary medicine, 
dermatology and urology input, in th e management of male genital dermatoses","International journal of STD 
& AIDS 26, 716 -722",11319970,"DOI:
    
  

      10.1258/0956462011922922"
Edinburgh Infectious Diseases publications 2015.pdf,"319.  Pearson, M.S., Becker, L., Driguez, P., Young, N.D., Gaze, S., Mendes, T., Li, X.H., Doolan, D.L., Midzi, N., 
Mduluza, T., et al.",2015,"Of monkeys and men: imm unomic profiling of sera from humans and non -human 
primates resistant to schistosomiasis reveals novel potential vaccine candidates","Front Immunol 6, 213",27036511,"DOI:
    
  

      10.1016/j.vaccine.2016.03.079"
Edinburgh Infectious Diseases publications 2015.pdf,"320.  Perry, B., and Innes, E.A.",2015,Forum on parasite vaccines: a tribute to Declan McKeever,"Tre nds Parasitol 
31, 41-42",16562469,
Edinburgh Infectious Diseases publications 2015.pdf,"321.  Pers, T.H., Karjalainen, J.M., Chan, Y., Westra, H.J., Wood, A.R., Yang, J., Lui, J.C., Vedantam, S., Gustafsson, S., 
Esko, T., et al.",2015,"Biological interpretation of genome -wide association studies using predicted gene 
functions","Nat Commun 6, 5890",25597830,"DOI:
    
  

      10.1038/ncomms6890"
Edinburgh Infectious Diseases publications 2015.pdf,"322.  Petrik, J., Lozano, M., Seed, C.R., Faddy, H.M., Keller, A.J., Prado Scuracchio, P.S., Wendel, S., Andonov, A., 
Fearon, M., Delage, G., et al.",2015,Hepatitis E,Vox Sang,33071523,"DOI:
    
  

      10.3748/wjg.v26.i37.5543"
Edinburgh Infectious Diseases publications 2015.pdf,"323.  Petrov, P., Syrjanen, R., Smith, J., Gutowska, M.W., Uchida, T., Vainio, O., and Burt, D.W.",2015,Characterization of the avian Trojan gene family reveals contrasting evolutionary constraints,"PLoS One 10, 
e0121672",28028869,"DOI:
    
  

      10.1111/apm.12641"
Edinburgh Infectious Diseases publications 2015.pdf,"324.  Pietrocola, G., Gianotti, V., Richards, A., Nobile, G., Geoghegan, J.A., Rindi, S., Monk, I.R., Bordt, A.S., Foster, 
T.J., Fitzgerald, J.R., et al.",2015,"Fibronectin binding proteins SpsD and SpsL both support invasion of canine 
epithelial cells by Staph ylococcus pseudintermedius","Infect Immun 83, 4093 -4102",32636242,"DOI:
    
  

      10.1128/mBio.00371-20"
Edinburgh Infectious Diseases publications 2015.pdf,"325.  Pineyro, P.E., Kenney, S.P., Gimenez -Lirola, L.G., Heffron, C.L., Matzinger, S.R., Opriessnig, T., and Meng, X.J.",2015,"Expression of antigenic epitopes of porcine reproductive and respiratory syndrome virus (PRRSV) in a 
 
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
modified live -attenuated porcine circovirus type 2 (PCV2) vaccine virus (PCV1 -2a) as a potential bivalent 
vaccine against both PCV2 and PRRSV","Virus research 210, 154 -164",26555162,"DOI:
    
  

      10.1016/j.virusres.2015.11.005"
Edinburgh Infectious Diseases publications 2015.pdf,"326.  Pineyro, P.E., Kenney, S.P., Gimenez -Lirola, L.G., Opriessnig, T., Tian, D., Heffron, C.L., and Meng, X.J.",2015,"Evaluation of the use of non -pathogenic porcine circovirus type 1 as a vaccine delivery virus vector to express 
antigenic epitopes of porcine reproductive and respiratory syndrome virus","Virus  research 213, 100 -108",26239318,"DOI:
    
  

      10.1016/j.virusres.2015.07.027"
Edinburgh Infectious Diseases publications 2015.pdf,"327.  Popat, R., Cornforth, D.M., McNally, L., and Brown, S.P.",2015,"Collective sensing and collective responses in 
quorum -sensing bacteria",J R Soc Interface 12,25505130,"DOI:
    
  

      10.1098/rsif.2014.0882"
Edinburgh Infectious Diseases publications 2015.pdf,"328.  Popat, R., Pollitt, E.J., Harrison, F., Naghra, H., Hong, K.W.,  Chan, K.G., Griffin, A.S., Williams, P., Brown, S.P., 
West, S.A., et al.",2015,"Conflict of interest and signal interference lead to the breakdown of honest 
signalling","Evolution; international journal of organic evolution 69, 2371 -2383",22648154,"DOI:
    
  

      10.1098/rspb.2012.0843"
Edinburgh Infectious Diseases publications 2015.pdf,"329.  Powell, J.J ., Thomas -McKay, E., Thoree, V., Robertson, J., Hewitt, R.E., Skepper, J.N., Brown, A., Hernandez -
Garrido, J.C., Midgley, P.A., Gomez -Morilla, I., et al.",2015,"An endogenous nanomineral chaperones luminal 
antigen and peptidoglycan to intestinal immune ce lls","Nat Nanotechnol 10, 361 -369",25855255,"DOI:
    
  

      10.1038/nnano.2015.58"
Edinburgh Infectious Diseases publications 2015.pdf,"330.  Prebble, J.L., Shaw, D.J., and Meredith, A.L.",2015,"Bodyweight and body condition score in rabbits on four 
different feeding regimes","J Small Anim Pract 56, 207 -212",28267218,"DOI:
    
  

      10.1111/jsap.12620"
Edinburgh Infectious Diseases publications 2015.pdf,"331.  Quintana, J.F., Makepeace, B.L., Babayan, S. A., Ivens, A., Pfarr, K.M., Blaxter, M., Debrah, A., Wanji, S., 
Ngangyung, H.F., Bah, G.S., et al.",2015,"Extracellular Onchocerca -derived small RNAs in host nodules and 
blood","Parasites & vectors 8, 58",25461483,"DOI:
    
  

      10.1016/j.molbiopara.2014.11.001"
Edinburgh Infectious Diseases publications 2015.pdf,"332.  Rabaa, M.A., Tue, N.T., Phuc, T.M., Carrique -Mas, J., Saylors, K., Cotten, M., Bryant, J.E., Nghia, H.D., Cuong, 
N.V., Pham, H.A., et al.",2015,"The Vietnam Initiative on Zoonotic Infections (VIZIONS): A Strategic Approach 
to Studying Emerging Zoonotic Infectious Diseases","EcoHealth 12, 726 -735",30680568,"DOI:
    
  

      10.1007/s10096-018-03466-y"
Edinburgh Infectious Diseases publications 2015.pdf,"333. Ragonnet -Cronin, M., Lycett, S., Hodcroft, E., Hue, S., Fearnhill, E., Brown, A.E., Delpech, V., Dunn, D., and 
Leigh Brown, A.J.",2015,"Transmission of non -B HIV subtypes in the UK is increasingly driven by large non -
heterosexual clusters",J Infect Dis,34260728,"DOI:
    
  

      10.1093/infdis/jiab360"
Edinburgh Infectious Diseases publications 2015.pdf,"334.  Rahaman, Y.A., Yeap, S.K., Tan, S.W., Hair -Bejo, M., Fakurazi, S., Kaiser, P., and Omar, A.R.",2015,"In vitro 
characterization of chicken bone marrow -derived dendritic cells following infection with very virulent 
infectious bursal disease virus",Avi an pathology : journal of the W,27902915,"DOI:
    
  

      10.1637/11275-091315-Reg.1"
Edinburgh Infectious Diseases publications 2015.pdf,"V.P.A 44, 1-41. 
335.  Rajagopal, S.P., Hutchinson, J.L., Dorward, D.A., Rossi, A.G., and Norman, J.E.",2015,"Crosstalk between 
monocytes and myometrial smooth muscle in culture generates synergistic pro -inflammatory cytokine  
production and enhances myocyte contraction, with effects opposed by progesterone","Mol Hum Reprod 21, 
672-686",35011690,"DOI:
    
  

      10.3390/cells11010128"
Edinburgh Infectious Diseases publications 2015.pdf,"336.  Ramiro, R.S., Khan, S.M., Franke -Fayard, B., Janse, C.J., Obbard, D.J., and Reece, S.E.",2015,"Hybridization and 
pre-zygotic reproductive barriers in Plasmodium","Proc Biol Sci 282, 20143027",20386715,"DOI:
    
  

      10.1371/journal.ppat.1000853"
Edinburgh Infectious Diseases publications 2015.pdf,"337.  Rasoli, M., Yeap, S.K., Tan, S.W., Roohani, K., Kristeen -Teo, Y.W., Alitheen, N.B., Rahaman, Y.A., Aini, I., Bejo, 
M.H., Kaiser, P., et al.",2015,"Differential modulation of immune response and cyt okine profiles in the bursae 
and spleen of chickens infected with very virulent infectious bursal disease virus","BMC Vet Res 11, 75",29626271,"DOI:
    
  

      10.1007/s00705-018-3841-7"
Edinburgh Infectious Diseases publications 2015.pdf,"338.  Redpath, S.A., van der Werf, N., MacDonald, A.S., Maizels, R.M., and Taylor, M.D.",2015,"Schistosoma 
mansoni larvae d o not expand or activate Foxp3+ regulatory T cells during their migratory phase","Infect 
Immun 83, 3881 -3889",34299063,"DOI:
    
  

      10.3390/ijms22147443"
Edinburgh Infectious Diseases publications 2015.pdf,"339.  Reed, F.C., Shaw, D.J., McLean, K.A., and Clutton, R.E.",2015,"Influence of age and body mass on the response 
of adolescent male pigs to anae sthesia","Vet Rec 177, 98",26206969,"DOI:
    
  

      10.1136/vr.h3880"
Edinburgh Infectious Diseases publications 2015.pdf,"340.  Reis, A.C., Alessandri, A.L., Athayde, R.M., Perez, D.A., Vago, J.P., Avila, T.V., Ferreira, T.P., de Arantes, A.C., de 
Sa Coutinho, D., Rachid, M.A., et al.",2015,"Induction of eosinophil apoptosis by hydrogen peroxide prom otes 
the resolution of allergic inflammation","Cell Death Dis 6, e1632",29434591,"DOI:
    
  

      10.3389/fimmu.2018.00058"
Edinburgh Infectious Diseases publications 2015.pdf,"341.  Reynolds, L.A., Finlay, B.B., and Maizels, R.M.",2015,"Cohabitation in the Intestine: Interactions among 
Helminth Parasites, Bacterial Microbiota, and Host Immunity","Journal of im munology (Baltimore, Md",29453411,"DOI:
    
  

      10.1038/s41385-018-0008-5"
Edinburgh Infectious Diseases publications 2015.pdf,": 1950) 
195, 4059 -4066.  
342.  Richards, J.A., Bucsaiova, M., Hesketh, E.E., Ventre, C., Henderson, N.C., Simpson, K., Bellamy, C.O., Howie, 
S.E., Anderton, S.M., Hughes, J., et al.",2015,"Acute Liver Injury Is Independent of B Cell s or Immunoglobulin 
M","PLoS One 10, e0138688",8198707,"DOI:
    
  

      10.1016/0167-5699(94)90313-1"
Edinburgh Infectious Diseases publications 2015.pdf,"343.  Riddell, N.E., Griffiths, S.J., Rivino, L., King, D.C., Teo, G.H., Henson, S.M., Cantisan, S., Solana, R., Kemeny, 
D.M., MacAry, P.A., et al.",2015,"Multifunctional cytomegalovirus (CMV) -specific CD8(+) T  cells are not 
restricted by telomere -related senescence in young or old adults","Immunology 144, 549 -560",25314332,"DOI:
    
  

      10.1111/imm.12409"
Edinburgh Infectious Diseases publications 2015.pdf,"344.  Rinaldi, S.F., Catalano, R.D., Wade, J., Rossi, A.G., and Norman, J.E.",2015,"15 -epi-lipoxin A4 reduces the 
mortality of prematurely born pups in a mouse model of infection -induced preterm birth","Molecular human 
reproduction 21, 359 -368",28810692,"DOI:
    
  

      10.1093/molehr/gax036"
Edinburgh Infectious Diseases publications 2015.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
345.  Rinaldi, S.F ., Rossi, A.G., Saunders, P.T., and Norman, J.E.",2015,"Immune cells and preterm labour: do 
invariant NKT cells hold the key? Molecular human reproduction 21, 309 -312",346,25589517,"DOI:
    
  

      10.1093/molehr/gav001"
Edinburgh Infectious Diseases publications 2015.pdf,"Rinchai, D., Riyapa, D., Buddhisa, S., Utispan, K., Titball, R.W., Stevens, M.P., Stevens, J.M., Ogawa, M., 
Tanida, I., Koike, M., et al.",2015,"Macroautophagy is essential for killing of intracellular Burkholderia 
pseudomallei in human neutrophils","Autophagy 11, 748 -755",21412437,"DOI:
    
  

      10.1371/journal.pone.0017852"
Edinburgh Infectious Diseases publications 2015.pdf,"347.  Ritchie, D.L., Gibson, S.V., Abee, C.R., Kreil, T.R., Irons ide, J.W., and Brown, P.",2015,"Blood transmission 
studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study",Transfusion,17251588,"DOI:
    
  

      10.1099/vir.0.81957-0"
Edinburgh Infectious Diseases publications 2015.pdf,"348.  Robert, C., Kapetanovic, R., Beraldi, D., Watson, M., Archibald, A.L., and Hume, D.A.",2015,"Id entification and 
annotation of conserved promoters and macrophage -expressed genes in the pig genome","BMC Genomics 16, 
970",28646867,"DOI:
    
  

      10.1186/s12864-017-3863-7"
Edinburgh Infectious Diseases publications 2015.pdf,"349.  Roche, D.G., Kruuk, L.E., Lanfear, R., and Binning, S.A.",2015,"Public Data Archiving in Ecology and Evolution: 
How Well Are We  Doing? PLoS Biol 13, e1002295",350,27708293,"DOI:
    
  

      10.1038/538041c"
Edinburgh Infectious Diseases publications 2015.pdf,"Rodero, M.P., Poupel, L., Loyher, P.L., Hamon, P., Licata, F., Pessel, C., Hume, D.A., Combadiere, C., and 
Boissonnas, A.",2015,Immune surveillance of the lung by migrating tissue -monocytes,Elife 4,17971498,"DOI:
    
  

      10.1189/jlb.0807585"
Edinburgh Infectious Diseases publications 2015.pdf,"351.  Rossez, Y., Wolfson, E.B., Holmes, A., Gally, D.L., and Holden, N.J.",2015,"Bacterial Flagella: Twist and Stick, or 
Dodge across the Kingdoms","PLoS pathogens 11, e1004483",25590430,"DOI:
    
  

      10.1371/journal.ppat.1004483"
Edinburgh Infectious Diseases publications 2015.pdf,"352.  Rudan, I., Campbell, H., Marusic, A., Sridhar, D., Nair, H., Adeloye, D., Theodoratou, E., and Chan, K.Y.",2015,"Assembling GHERG: Could ""academic crowd -sourcing"" address gaps in global health estimates? J Glob Health 
5, 010101",353,22838153,
Edinburgh Infectious Diseases publications 2015.pdf,"Rudan, I., Sidhu, S.,  Papana, A., Meng, S.J., Xin -Wei, Y., Wang, W., Campbell -Page, R.M., Demaio, A.R., Nair, 
H., Sridhar, D., et al.",2015,"Prevalence of rheumatoid arthritis in low - and middle -income countries: A 
systematic review and analysis","J Glob Health 5, 010409",25969732,"DOI:
    
  

      10.7189/jogh.05.010409"
Edinburgh Infectious Diseases publications 2015.pdf,"354.  Russell, C.D., Koch, O., Laurenson, I.F., O'Shea, D.T., Sutherland, R., and Mackintosh, C.L.",2015,"Diagnosis 
and features of hospital -acquired pneumonia: a retrospective cohort study",The Journal of hospital infection,26810613,"DOI:
    
  

      10.1016/j.jhin.2015.11.013"
Edinburgh Infectious Diseases publications 2015.pdf,"355.  Sabri, O., Sabbagh, M.N., Sei byl, J., Barthel, H., Akatsu, H., Ouchi, Y., Senda, K., Murayama, S., Ishii, K., Takao, 
M., et al.",2015,Florbetaben PET imaging to detect amyloid plaques in Alzheimer disease: Phase 3 study,"Alzheimers Dement 11, 964 -974",25824567,"DOI:
    
  

      10.1016/j.jalz.2015.02.004"
Edinburgh Infectious Diseases publications 2015.pdf,"356.  Sadd, B.M., Barribeau, S.M ., Bloch, G., de Graaf, D.C., Dearden, P., Elsik, C.G., Gadau, J., Grimmelikhuijzen, 
C.J., Hasselmann, M., Lozier, J.D., et al.",2015,"The genomes of two key bumblebee species with primitive 
eusocial organization","Genome Biol 16, 76",25908513,"DOI:
    
  

      10.1186/s13059-015-0635-z"
Edinburgh Infectious Diseases publications 2015.pdf,"357.  Sadeyen, J.R., K aiser, P., Stevens, M.P., and Dziva, F.",2015,"A cyclophosphamide -sensitive cell compartment 
is essential for homologous protection conferred by licensed vaccines for the control of avian pathogenic 
Escherichia coli in chickens","Vaccine 33, 3624 -3627",25613193,"DOI:
    
  

      10.1186/s13567-014-0132-5"
Edinburgh Infectious Diseases publications 2015.pdf,"358. Sadeyen, J.R., Wu, Z., Davies, H., van Diemen, P.M., Milicic, A., La Ragione, R.M., Kaiser, P., Stevens, M.P., and 
Dziva, F.",2015,"Immune responses associated with homologous protection conferred by commercial 
vaccines for control of avian pathogenic E scherichia coli in turkeys","Veterinary research 46, 5",26087298,"DOI:
    
  

      10.1016/j.vaccine.2015.06.034"
Edinburgh Infectious Diseases publications 2015.pdf,"359.  Salmond, R.J., Brownlie, R.J., and Zamoyska, R.",2015,"Multifunctional roles of the autoimmune disease -
associated tyrosine phosphatase PTPN22 in regulating T cell homeostasis","Cell Cycle 14, 705 -711",39039893,"DOI:
    
  

      10.1080/10985549.2024.2378810"
Edinburgh Infectious Diseases publications 2015.pdf,"360.  Samarasekera, N., Lerpiniere, C., Fonville, A.F., Farrall, A.J., Wardlaw, J.M., White, P.M., Torgersen, A., 
Ironside, J.W., Smith, C., and Al -Shahi Salman, R.",2015,"Consent for Brain Tissue Donation after Intracerebral 
Haemorrhage: A Community -Based Study","PLoS One 10, e0135043",24582530,"DOI:
    
  

      10.1016/S1474-4422(14)70031-6"
Edinburgh Infectious Diseases publications 2015.pdf,"361.  Sanchez -Carron, G., Fleming, T., Holt -Tiffin, K.E., and Campopiano, D.J.",2015,"Continuous colorimetric assay 
that enables high -throughput screening of N -acetylamino acid racemases","Anal Chem 87, 3923 -3928",17137304,"DOI:
    
  

      10.1021/bp0601241"
Edinburgh Infectious Diseases publications 2015.pdf,"362.  Sanchez -Juan, P., Bishop, M.T., Kovacs, G.G., Calero, M., Aulchenko, Y.S., Ladogana, A., Boyd, A., Lewis, V., 
Ponto, C., Calero, O., et al.",2015,"A genome wide association study links glutamate receptor pathway to 
sporadic creutzfeldt -jakob disease risk","P LoS One 10, e0123654",17047093,"DOI:
    
  

      10.1136/jmg.2006.040931"
Edinburgh Infectious Diseases publications 2015.pdf,"363.  Sands, B., Ellse, L., Mitchell, S., Sargison, N.D., and Wall, R.",2015,"First report of deltamethrin tolerance in 
the cattle chewing louse Bovicola bovis in the UK","Vet Rec 176, 231",22513112,"DOI:
    
  

      10.1016/j.vetpar.2012.03.018"
Edinburgh Infectious Diseases publications 2015.pdf,"364.  Sargison, N.D., Truyers, I.G., Howie, F.E., Thomson, J.R., Cox, A.L., Livingstone, M., and Longbottom, D.",2015,"Identification of the 1B vaccine strain of Chlamydia abortus in aborted placentas during the investigation of 
toxaemic and systemic disease in  sheep","N Z Vet J 63, 284 -287",33196660,"DOI:
    
  

      10.1371/journal.pone.0242526"
Edinburgh Infectious Diseases publications 2015.pdf,"365.  Sarkies, P., Selkirk, M.E., Jones, J.T., Blok, V., Boothby, T., Goldstein, B., Hanelt, B., Ardila -Garcia, A., Fast, 
N.M., Schiffer, P.M., et al.",2015,"Ancient and Novel Small RNA Pathways Compensate for the Loss of piR NAs 
in Multiple Independent Nematode Lineages","PLoS Biol 13, e1002061",25668793,"DOI:
    
  

      10.1371/journal.pbio.1002062"
Edinburgh Infectious Diseases publications 2015.pdf,"366.  Scheel, T.K., Simmonds, P., and Kapoor, A.",2015,"Surveying the global virome: identification and 
characterization of HCV -related animal hepaciviruses","Antiviral research 115, 83-93",27795428,"DOI:
    
  

      10.1128/JVI.01711-16"
Edinburgh Infectious Diseases publications 2015.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
367.  Schmid, M., Smith, J., Burt, D.W., Aken, B.L., Antin, P.B., Archibald, A.L., Ashwell, C., Blackshear, P.J., 
Boschiero, C., Brown, C.T., et al.",2015,Third Report on Chicken Genes and Chromosomes 2015,"Cytogenetic 
and genome research 145, 78-179",16533368,"DOI:
    
  

      10.1111/j.1439-0388.2006.00571.x"
Edinburgh Infectious Diseases publications 2015.pdf,"368.  Schneider, P., Reece, S.E., van Schaijk, B.C., Bousema, T., Lanke, K.H., Meaden, C.S., Gadalla, A., Ranford -
Cartwright, L.C., and Babiker, H.A.",2015,"Quantification of female and male Plasmodium falciparum 
gametocytes by reverse transcriptase quant itative PCR","Mol Biochem Parasitol 199, 29-33",25827756,"DOI:
    
  

      10.1016/j.molbiopara.2015.03.006"
Edinburgh Infectious Diseases publications 2015.pdf,"369.  Schultze, J.L., Freeman, T., Hume, D.A., and Latz, E.",2015,"A transcriptional perspective on human 
macrophage biology","Semin Immunol 27, 44-50",25843246,"DOI:
    
  

      10.1016/j.smim.2015.02.001"
Edinburgh Infectious Diseases publications 2015.pdf,"370.  Schwarz -Linek, J., Arlt, J., Jepson, A., Dawson, A., Vissers, T., Miroli, D., Pilizota, T., Martinez, V.A., and Poon, 
W.C.",2015,Escherichia coli as a model active colloid: A practical introduction,Colloids and surfaces,29865804,"DOI:
    
  

      10.1063/1.5026778"
Edinburgh Infectious Diseases publications 2015.pdf,"B, 
Biointerfaces 137, 2-16. 
371.  Selariu, A., Powers, J.G., Nalls, A., Brandhuber, M. , Mayfield, A., Fullaway, S., Wyckoff, C.A., Goldmann, W., 
Zabel, M.M., Wild, M.A., et al.",2015,"In utero transmission and tissue distribution of chronic wasting 
disease -associated prions in free -ranging Rocky Mountain elk","J Gen Virol 96, 3444 -3455",34960698,"DOI:
    
  

      10.3390/v13122430"
Edinburgh Infectious Diseases publications 2015.pdf,"372. Semblat, J.P., Ghumra, A., Czajkowsky, D.M., Wallis, R., Mitchell, D.A., Raza, A., and Rowe, J.A.",2015,Identification of the minimal binding region of a Plasmodium falciparum IgM binding PfEMP1 domain,"Mol 
Biochem Parasitol 201, 76-82",18641336,"DOI:
    
  

      10.4049/jimmunol.181.3.1988"
Edinburgh Infectious Diseases publications 2015.pdf,"373.  Semple, F. , MacPherson, H., Webb, S., Kilanowski, F., Lettice, L., McGlasson, S.L., Wheeler, A.P., Chen, V., 
Millhauser, G.L., Melrose, L., et al.",2015,"Human beta -D-3 Exacerbates MDA5 but Suppresses TLR3 
Responses to the Viral Molecular Pattern Mimic Polyinosinic :Polycytidylic Acid","PLoS genetics 11, e1005673",26646717,"DOI:
    
  

      10.1371/journal.pgen.1005673"
