pmid,title,doi
30849172,Global and Regional Burden of Hospital Admissions for Pneumonia in Older Adults: A Systematic Review and Meta-Analysis.,10.1093/infdis/jiz053
30926893,The temporal dynamics and infectiousness of subpatent Plasmodium falciparum infections in relation to parasite density.,10.1038/s41467-019-09441-1
30799509,BSE infectivity survives burial for five years with only limited spread.,10.1007/s00705-019-04154-8
30900935,Discovery and mechanisms of host defense to oncogenesis: targeting the β-defensin-1 peptide as a natural tumor inhibitor.,10.1080/15384047.2018.1564564
30911750,Sulfur: the heart of nitric oxide-dependent redox signalling.,10.1093/jxb/erz135
30824702,Purification of cross-linked RNA-protein complexes by phenol-toluol extraction.,10.1038/s41467-019-08942-3
30850544,Spatiotemporal regulation of clonogenicity in colorectal cancer xenografts.,10.1073/pnas.1813417116
30911179,Cascaded amplifying circuits enable ultrasensitive cellular sensors for toxic metals.,10.1038/s41589-019-0244-3
30909383,Crosstalk Between Mammalian Antiviral Pathways.,10.3390/ncrna5010029
30844408,Simultaneous detection of five pig viruses associated with enteric disease in pigs using EvaGreen real-time PCR combined with melting curve analysis.,10.1016/j.jviromet.2019.03.001
30866049,Immune- and non-immune-mediated roles of regulatory T-cells during wound healing.,10.1111/imm.13057
30894432,Antibodies to Peptides in Semiconserved Domains of RIFINs and STEVORs Correlate with Malaria Exposure.,10.1128/mSphere.00097-19
30734998,Establishing a hepatitis C continuum of care among HIV/hepatitis C virus-coinfected individuals in EuroSIDA.,10.1111/hiv.12711
30723861,Investigating the epidemiology of medication errors in adults in community care settings. A retrospective cohort study in central Saudi Arabia.,10.15537/smj.2019.2.23933
30603078,Global burden of Clostridium difficile infections: a systematic review and meta-analysis.,10.7189/jogh.09.010407
30792718,ILC2 Orchestration of Local Immune Function in Adipose Tissue.,10.3389/fimmu.2019.00171
30718403,CD4 receptor diversity in chimpanzees protects against SIV infection.,10.1073/pnas.1821197116
30774632,The Long Pentraxin PTX3 Is of Major Importance Among Acute Phase Proteins in Chickens.,10.3389/fimmu.2019.00124
30779758,Parasite specific 7SL-derived small RNA is an effective target for diagnosis of active trypanosomiasis infection.,10.1371/journal.pntd.0007189
29159563,Lack of concordance between ECDC and CDC systems for surveillance of ventilator associated pneumonia.,10.1007/s00134-017-4993-8
30723095,Type I interferon induces CXCL13 to support ectopic germinal center formation.,10.1084/jem.20181216
30796497,Characterisation of major histocompatibility complex class IIa haplotypes in an island sheep population.,10.1007/s00251-019-01109-w
30791470,A Magnesium Transport Protein Related to Mammalian SLC41 and Bacterial MgtE Contributes to Circadian Timekeeping in a Unicellular Green Alga.,10.3390/genes10020158
30758084,Intra- and inter-laboratory agreement of the FAM19A4/mir124-2 methylation test: Results from an international study.,10.1002/jcla.22854
30792326,Absence of hantavirus in water voles and Eurasian beavers in Britain.,10.1136/vr.105246
30711919,Composite Fasciola hepatica faecal egg sedimentation test for cattle.,10.1136/vr.105128
30710202,The successful uptake and sustainability of rapid infectious disease and antimicrobial resistance point-of-care testing requires a complex 'mix-and-match' implementation package.,10.1007/s10096-019-03492-4
30734382,Interleukin-33 in the developing lung-Roles in asthma and infection.,10.1111/pai.13040
30721968,Disentangling the genetics of lean mass.,10.1093/ajcn/nqy272
30691895,Effects of various feedstocks on isotope fractionation of biogas and microbial community structure during anaerobic digestion.,10.1016/j.wasman.2018.11.043
30703697,Making sense of bodily sensations: Do shared cancer narratives influence symptom appraisal?,10.1016/j.socscimed.2018.12.034
30709489,Thioredoxin-mediated redox signalling in plant immunity.,10.1016/j.plantsci.2018.05.001
30770250,A Macrophage-Pericyte Axis Directs Tissue Restoration via Amphiregulin-Induced Transforming Growth Factor Beta Activation.,10.1016/j.immuni.2019.01.008
30243980,Molecular identification of bovine trypanosomes in relation to cattle sources in southwest Nigeria.,10.1016/j.parint.2018.09.005
30730048,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria.",10.1111/mve.12358
30758077,A core transcriptional signature of human microglia: Derivation and utility in describing region-dependent alterations associated with Alzheimer's disease.,10.1002/glia.23572
30603079,Meningococcal serogroups and surveillance: a systematic review and survey.,10.7189/jogh.09.010409
30758980,Two Randomized Trials of the Effect of Live Attenuated Influenza Vaccine on Pneumococcal Colonization.,10.1164/rccm.201811-2081LE
30770412,Chromosome-Wide Evolution and Sex Determination in the Three-Sexed Nematode Auanema rhodensis.,10.1534/g3.119.0011
30760699,Kynurenine 3-monooxygenase is a critical regulator of renal ischemia-reperfusion injury.,10.1038/s12276-019-0210-x
30718917,Investigation of relationship between vitamin D status and reproductive fitness in Scottish hill sheep.,10.1038/s41598-018-37843-6
30638520,Emergence and the spread of the F200Y benzimidazole resistance mutation in Haemonchus contortus and Haemonchus placei from buffalo and cattle.,10.1016/j.vetpar.2018.12.001
30683789,Rabbit haemorrhagic disease virus type 2 in hares in England.,10.1136/vr.l337
30621251,Production and Application of Stable Isotope-Labeled Internal Standards for RNA Modification Analysis.,10.3390/genes10010026
30636708,Baseline HPV prevalence in rectal swabs from men attending a sexual health clinic in Scotland: assessing the potential impact of a selective HPV vaccination programme for men who have sex with men.,10.1136/sextrans-2018-053668
30685822,Living with and beyond cancer with comorbid illness: a qualitative systematic review and evidence synthesis.,10.1007/s11764-019-0734-z
30678299,Macrophages from Susceptible and Resistant Chicken Lines have Different Transcriptomes following Marek's Disease Virus Infection.,10.3390/genes10020074
30657615,Ensuring quality in cervical screening programmes based on molecular human papillomavirus testing.,10.1111/cyt.12679
30647130,Polyprotein processing and intermolecular interactions within the viral replication complex spatially and temporally control norovirus protease activity.,10.1074/jbc.RA118.006780
30623486,The anthelmintic drug praziquantel promotes human Tr1 differentiation.,10.1111/imcb.12229
30672038,Measurement of serum macrophage migration inhibitory factor (MIF) and correlation with severity and pruritus scores in client owned dogs with atopic dermatitis.,10.1111/vde.12721
30649668,"Spread and impact of goat pox (""sagolay bohonta"") in a village smallholder community around Kaziranga National Park, Assam, India.",10.1007/s11250-018-1759-4
30626692,Characterization of Subpopulations of Chicken Mononuclear Phagocytes That Express TIM4 and CSF1R.,10.4049/jimmunol.1800504
30672726,The cellular localization of avian influenza virus PB1-F2 protein alters the magnitude of IFN2 promoter and NFκB-dependent promoter antagonism in chicken cells.,10.1099/jgv.0.001220
30643258,Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.,10.1038/s41588-018-0309-3
29460425,Advances in measuring influenza burden of disease.,10.1111/irv.12533
30655011,Detecting the True Extent of Introgression during Anthropogenic Hybridization.,10.1016/j.tree.2018.12.013
30635789,Fibroblast polarization over the myocardial infarction time continuum shifts roles from inflammation to angiogenesis.,10.1007/s00395-019-0715-4
30650180,Increased risk of HPV-associated genital cancers in men and women as a consequence of pre-invasive disease.,10.1002/ijc.32126
29362238,Adaptive Evolution of RH5 in Ape Plasmodium species of the Laverania Subgenus.,10.1128/mBio.02237-17
30649895,Alveolar Macrophage Apoptosis-associated Bacterial Killing Helps Prevent Murine Pneumonia.,10.1164/rccm.201804-0646OC
30569624,Parasite Immunology: Forty years on.,10.1111/pim.12607
30621582,Retrospective application of transposon-directed insertion-site sequencing to investigate niche-specific virulence of Salmonella Typhimurium in cattle.,10.1186/s12864-018-5319-0
30674531,An Orally Active Galectin-3 Antagonist Inhibits Lung Adenocarcinoma Growth and Augments Response to PD-L1 Blockade.,10.1158/0008-5472.CAN-18-2244
30641951,Expanding the miRNA Repertoire in Atlantic Salmon; Discovery of IsomiRs and miRNAs Highly Expressed in Different Tissues and Developmental Stages.,10.3390/cells8010042
30593560,Phosphatase PP2A is essential for T(H)17 differentiation.,10.1073/pnas.1807484116
30611188,Revisiting avian 'missing' genes from de novo assembled transcripts.,10.1186/s12864-018-5407-1
30525202,Effects of host-derived chemokines on the motility and viability of Trypanosoma brucei.,10.1111/pim.12609
29982748,Colonization of a commercial broiler line by Campylobacter is under limited genetic control and does not significantly impair performance or intestinal health.,10.3382/ps/pey295
30603075,Mobile technology and cancer screening: Lessons from rural India.,10.7189/jogh.08.020421
30530642,Comprehensive Transcriptional Profiling of the Gastrointestinal Tract of Ruminants from Birth to Adulthood Reveals Strong Developmental Stage Specific Gene Expression.,10.1534/g3.118.200810
30532177,"Streptococcus agalactiae is not always an obligate intramammary pathogen: Molecular epidemiology of GBS from milk, feces and environment in Colombian dairy herds.",10.1371/journal.pone.0208990
30576335,General contextual effects on neglected tropical disease risk in rural Kenya.,10.1371/journal.pntd.0007016
30580758,Effect of the duration of antimicrobial exposure on the development of antimicrobial resistance (AMR) for macrolide antibiotics: protocol for a systematic review with a network meta-analysis.,10.1186/s13643-018-0917-0
30544247,Virological outcomes of boosted protease inhibitor-based first-line ART in subjects harbouring thymidine analogue-associated mutations as the sole form of transmitted drug resistance.,10.1093/jac/dky468
30546099,Tracking virus outbreaks in the twenty-first century.,10.1038/s41564-018-0296-2
30594166,A chicken bioreactor for efficient production of functional cytokines.,10.1186/s12896-018-0495-1
30545946,Updated BTS Adult Bronchiectasis Guideline 2018: a multidisciplinary approach to comprehensive care.,10.1136/thoraxjnl-2018-212468
30590697,Interactions Between Autophagy and the Unfolded Protein Response: Implications for Inflammatory Bowel Disease.,10.1093/ibd/izy380
30544753,Surface Charge-Dependent Cellular Uptake of Polystyrene Nanoparticles.,10.3390/nano8121028
30537036,Expression of Plet1 controls interstitial migration of murine small intestinal dendritic cells.,10.1002/eji.201847671
30619264,Immunophenotyping of Sheep Paraffin-Embedded Peripheral Lymph Nodes.,10.3389/fimmu.2018.02892
30570786,"Malaria, anemia, and invasive bacterial disease: A neutrophil problem?",10.1002/JLB.3RI1018-400R
30058193,An outbreak of tuberculosis due to Mycobacterium bovis infection in a pack of English Foxhounds (2016-2017).,10.1111/tbed.12969
30509710,Quality control for multiple breath washout tests in multicentre bronchiectasis studies: Experiences from the BRONCH-UK clinimetrics study.,10.1016/j.rmed.2018.10.030
30570146,Neutrophils in the initiation and resolution of acute pulmonary inflammation: understanding biological function and therapeutic potential.,10.1002/path.5221
30603076,Setting research priorities for global respiratory medicine within the National Institute for Health Research (NIHR) Global Health Research Unit in Respiratory Health (RESPIRE).,10.7189/jogh.08.020314
30540491,The Search for Efficacious New Therapies in Sepsis Needs to Embrace Heterogeneity.,10.1164/rccm.201811-2148ED
30594654,Selective sweep and phylogenetic models for the emergence and spread of pyrimethamine resistance mutations in Plasmodium vivax.,10.1016/j.meegid.2018.12.032
30603074,RESPIRE: The National Institute for Health Research's (NIHR) Global Respiratory Health Unit.,10.7189/jogh.08.020101
30510395,Navigating infection risk during oviposition and cannibalistic foraging in a holometabolous insect.,10.1093/beheco/ary106
30581821,Can We Breed Cattle for Lower Bovine TB Infectivity?,10.3389/fvets.2018.00310
30536881,Gene-environment interactions and colorectal cancer risk: An umbrella review of systematic reviews and meta-analyses of observational studies.,10.1002/ijc.32057
30408045,"Exploring the effect of human and animal population growth on vector-borne disease transmission with an agent-based model of Rhodesian human African trypanosomiasis in eastern province, Zambia.",10.1371/journal.pntd.0006905
30376380,Unravelling the glial response in the pathogenesis of Alzheimer's disease.,10.1096/fj.201801360R
30385576,Predicting reservoir hosts and arthropod vectors from evolutionary signatures in RNA virus genomes.,10.1126/science.aap9072
30415411,Allelic nomenclature for the duplicated MHC class II DQ genes in sheep.,10.1007/s00251-018-1096-9
30467999,An official nomenclature for the major histocompatibility complex allele sequences from the domestic goat (Capra hircus).,10.1111/tan.13425
30534137,Dissecting the Genomic Architecture of Resistance to Eimeria maxima Parasitism in the Chicken.,10.3389/fgene.2018.00528
30314793,The impact of anthelmintic drugs on weight gain of smallholder goats in subtropical regions.,10.1016/j.prevetmed.2018.08.014
30463512,Phenotypic and genetic variation in the response of chickens to Eimeria tenella induced coccidiosis.,10.1186/s12711-018-0433-7
30483260,Crispr/Cas Mediated Deletion of PTPN22 in Jurkat T Cells Enhances TCR Signaling and Production of IL-2.,10.3389/fimmu.2018.02595
30533782,"Draft Genome Assembly of the Poultry Red Mite, Dermanyssus gallinae.",10.1128/MRA.01221-18
30349698,The impact of meridian balance method electro-acupuncture treatment on chronic pelvic pain in women: a three-armed randomised controlled feasibility study using a mixed-methods approach.,10.1177/2049463718776044
30404924,The kinetic characteristics of human and trypanosomatid phosphofructokinases for the reverse reaction.,10.1042/BCJ20180635
30467873,Population level changes in schistosome-specific antibody levels following chemotherapy.,10.1111/pim.12604
30458055,Proteasome-associated HECT-type ubiquitin ligase activity is required for plant immunity.,10.1371/journal.ppat.1007447
30452682,Assembly of a parts list of the human mitotic cell cycle machinery.,10.1093/jmcb/mjy063
30446704,Carbenoxolone-mediated cytotoxicity inhibits Vaccinia virus replication in a human keratinocyte cell line.,10.1038/s41598-018-34732-w
30397333,Comparative genomics of the major parasitic worms.,10.1038/s41588-018-0262-1
30542349,Dynamics of Colon Monocyte and Macrophage Activation During Colitis.,10.3389/fimmu.2018.02764
30388399,"Genome Analyses of >200,000 Individuals Identify 58 Loci for Chronic Inflammation and Highlight Pathways that Link Inflammation and Complex Disorders.",10.1016/j.ajhg.2018.09.009
30467504,The Influence of Parasite Infections on Host Immunity to Co-infection With Other Pathogens.,10.3389/fimmu.2018.02579
30485411,PD-1 expression is upregulated on adapted T cells in experimental autoimmune encephalomyelitis but is not required to maintain a hyporesponsive state.,10.1002/eji.201847868
30462997,Modulation of Host Immunity by Helminths: The Expanding Repertoire of Parasite Effector Molecules.,10.1016/j.immuni.2018.10.016
30382906,"Gene silencing by RNA interference in the ectoparasitic mite, Psoroptes ovis.",10.1186/s13567-018-0608-9
30477758,100 Questions in Livestock Helminthology Research.,10.1016/j.pt.2018.10.006
30389694,"Integrated management of non-communicable diseases in low-income settings: palliative care, primary care and community health synergies.",10.1136/bmjspcare-2018-001579
30245478,"2018 International Consensus Statement on Golf and Health to guide action by people, policymakers and the golf industry.",10.1136/bjsports-2018-099509
30470763,Cytokine and Chemokine Concentrations as Biomarkers of Feline Mycobacteriosis.,10.1038/s41598-018-35571-5
30404807,Induction and Suppression of NF-κB Signalling by a DNA Virus of Drosophila.,10.1128/JVI.01443-18
30387712,Plasmodium-specific atypical memory B cells are short-lived activated B cells.,10.7554/eLife.39800
30425997,Whole Genome Sequencing for Determining the Source of Mycobacterium bovis Infections in Livestock Herds and Wildlife in New Zealand.,10.3389/fvets.2018.00272
30510562,The Genomic Architecture of Fowl Typhoid Resistance in Commercial Layers.,10.3389/fgene.2018.00519
30478343,Characterisation of the British honey bee metagenome.,10.1038/s41467-018-07426-0
30503212,Oligopeptide Signaling through TbGPR89 Drives Trypanosome Quorum Sensing.,10.1016/j.cell.2018.10.041
29133150,Structure and function of Per-ARNT-Sim domains and their possible role in the life-cycle biology of Trypanosoma cruzi.,10.1016/j.molbiopara.2017.11.002
30427935,Adaptive plasticity in the gametocyte conversion rate of malaria parasites.,10.1371/journal.ppat.1007371
30450192,Development of superficial lung lesions monitored on farm by serial ultrasonographic examination in sheep with lesions confirmed as ovine pulmonary adenocarcinoma at necropsy.,10.1186/s13620-018-0134-0
30444657,Natural Selection on Antihelminth Antibodies in a Wild Mammal Population.,10.1086/700115
30477539,"Livestock 2.0 - genome editing for fitter, healthier, and more productive farmed animals.",10.1186/s13059-018-1583-1
30478235,Generation of Markerless Deletions in the Nosocomial Pathogen Clostridium difficile by Induction of DNA Double-Strand Breaks.,10.1128/AEM.02055-18
30487204,Characterising the respiratory microbiome.,10.1183/13993003.01711-2018
30442494,Inflammation and Hypoxia: HIF and PHD Isoform Selectivity.,10.1016/j.molmed.2018.10.006
30396434,"Why ""Culture"" matters for planetary health.",10.1016/S2542-5196(18)30205-5
30355797,In situ identification of Gram-negative bacteria in human lungs using a topical fluorescent peptide targeting lipid A.,10.1126/scitranslmed.aal0033
30270850,Bacterial growth: a statistical physicist's guide.,10.1088/1361-6633/aae546
30352214,Development of an in-house ELISA to detect anti-HPV16-L1 antibodies in serum and dried blood spots.,10.1016/j.jviromet.2018.10.007
30312114,Repurposing simvastatin as a therapy for preterm labor: evidence from preclinical models.,10.1096/fj.201801104R
30379928,Network analysis of the social and demographic influences on name choice within the UK (1838-2016).,10.1371/journal.pone.0205759
30300653,Validation of the Incremental Shuttle Walk Test as a Clinical End Point in Bronchiectasis.,10.1016/j.chest.2018.09.019
30332626,Basal Instinct: Persistence of Barrier Dysfunction.,10.1016/j.immuni.2018.09.022
30309949,Genome hypermobility by lateral transduction.,10.1126/science.aat5867
30315167,S-nitrosylation of the zinc finger protein SRG1 regulates plant immunity.,10.1038/s41467-018-06578-3
30305618,A growing bacterial colony in two dimensions as an active nematic.,10.1038/s41467-018-06370-3
29808415,Immune stimuli shape the small non-coding transcriptome of extracellular vesicles released by dendritic cells.,10.1007/s00018-018-2842-8
30334559,Non-invasive (19)F NMR analysis of a protein-templated N-acylhydrazone dynamic combinatorial library.,10.1039/c8ob01918e
30304368,Statins and Multiple Noncardiovascular Outcomes: Umbrella Review of Meta-analyses of Observational Studies and Randomized Controlled Trials.,10.7326/M18-0808
30296418,Adult Outpatients With Acute Cough Due to Suspected Pneumonia or Influenza: CHEST Guideline and Expert Panel Report.,10.1016/j.chest.2018.09.016
30318029,Giardia duodenalis in the UK: current knowledge of risk factors and public health implications.,10.1017/S0031182018001683
30381488,Mutation of Influenza A Virus PA-X Decreases Pathogenicity in Chicken Embryos and Can Increase the Yield of Reassortant Candidate Vaccine Viruses.,10.1128/JVI.01551-18
30276826,Bronchiolitis needs a revisit: Distinguishing between virus entities and their treatments.,10.1111/all.13624
30279177,Amphiregulin-producing γδ T cells are vital for safeguarding oral barrier immune homeostasis.,10.1073/pnas.1802320115
30336161,Detection and differentiation of five diarrhea related pig viruses utilizing a multiplex PCR assay.,10.1016/j.jviromet.2018.10.009
30299424,Respiratory Microbiota Predicts Clinical Disease Course of Acute Otorrhea in Children With Tympanostomy Tubes.,10.1097/INF.0000000000002215
30367629,Loss of amphiregulin reduces myoepithelial cell coverage of mammary ducts and alters breast tumor growth.,10.1186/s13058-018-1057-0
30292456,Antigenic and sequence variability of the human respiratory syncytial virus F glycoprotein compared to related viruses in a comprehensive dataset.,10.1016/j.vaccine.2018.09.056
30375036,A fast and tuneable auxin-inducible degron for depletion of target proteins in budding yeast.,10.1002/yea.3362
30308223,SNP markers for the genetic characterization of Mexican shrimp broodstocks.,10.1016/j.ygeno.2018.10.001
30327771,Impact of Genetic Selection for Increased Cattle Resistance to Bovine Tuberculosis on Disease Transmission Dynamics.,10.3389/fvets.2018.00237
30274970,Is palliative care cost-effective in low-income and middle-income countries? A mixed-methods systematic review.,10.1136/bmjspcare-2018-001499
30282657,Adaptive periodicity in the infectivity of malaria gametocytes to mosquitoes.,10.1098/rspb.2018.1876
30291379,Early PREdiction of sepsis using leukocyte surface biomarkers: the ExPRES-sepsis cohort study.,10.1007/s00134-018-5389-0
30307943,A gene expression comparison of Trypanosoma brucei and Trypanosoma congolense in the bloodstream of the mammalian host reveals species-specific adaptations to density-dependent development.,10.1371/journal.pntd.0006863
30305141,Visualisation and characterisation of mononuclear phagocytes in the chicken respiratory tract using CSF1R-transgenic chickens.,10.1186/s13567-018-0598-7
30333569,Developmental roadmap for antimicrobial susceptibility testing systems.,10.1038/s41579-018-0098-9
30327653,"ADGRE1 (EMR1, F4/80) Is a Rapidly-Evolving Gene Expressed in Mammalian Monocyte-Macrophages.",10.3389/fimmu.2018.02246
30281949,"High genetic diversity in the Dirofilaria repens species complex revealed by mitochondrial genomes of feline microfilaria samples from Narathiwat, Thailand.",10.1111/tbed.13033
30318625,Evidence for an unknown agent antigenically related to the hepatitis E virus in dairy cows in the United States.,10.1002/jmv.25339
30374129,Inflammation induced by influenza virus impairs human innate immune control of pneumococcus.,10.1038/s41590-018-0231-y
30181071,The Long Wait for a New Drug for Human African Trypanosomiasis.,10.1016/j.pt.2018.08.006
30249810,Augmentation of Human Monocyte Responses to Lipopolysaccharide by the Protein S and Mer/Tyro3 Receptor Tyrosine Kinase Axis.,10.4049/jimmunol.1800249
30253376,The Valgent4 protocol: Robust analytical and clinical validation of 11 HPV assays with genotyping on cervical samples collected in SurePath medium.,10.1016/j.jcv.2018.09.012
30176861,The Aarhus statement on cancer diagnostic research: turning recommendations into new survey instruments.,10.1186/s12913-018-3476-0
30201982,Super-silent FRET Sensor Enables Live Cell Imaging and Flow Cytometric Stratification of Intracellular Serine Protease Activity in Neutrophils.,10.1038/s41598-018-31391-9
30248370,"TbUTP10, a protein involved in early stages of pre-18S rRNA processing in Trypanosoma brucei.",10.1016/j.molbiopara.2018.09.003
29706338,Survival of Mycobacterium avium subspecies paratuberculosis in retail pasteurised milk.,10.1016/j.fm.2018.03.004
29887138,The cellular and pathologic prion protein.,10.1016/B978-0-444-63945-5.00002-7
30216086,"Amikacin Liposome Inhalation Suspension for Treatment-Refractory Lung Disease Caused by Mycobacterium avium Complex (CONVERT). A Prospective, Open-Label, Randomized Study.",10.1164/rccm.201807-1318OC
30177743,Inducible developmental reprogramming redefines commitment to sexual development in the malaria parasite Plasmodium berghei.,10.1038/s41564-018-0223-6
30266929,IFITM proteins inhibit HIV-1 protein synthesis.,10.1038/s41598-018-32785-5
30191175,PGE(2) production at sites of tissue injury promotes an anti-inflammatory neutrophil phenotype and determines the outcome of inflammation resolution in vivo.,10.1126/sciadv.aar8320
29887157,The role of the immune system in prion infection.,10.1016/B978-0-444-63945-5.00005-2
30021891,Oral Prion Neuroinvasion Occurs Independently of PrP(C) Expression in the Gut Epithelium.,10.1128/JVI.01010-18
30204917,Body Protein Reserves Sustain Maternal Performance in Early Lactation but Dietary Protein Is Necessary to Maintain Performance and Immune Responses to Nippostrongylus brasiliensis in Lactating Rats.,10.1093/jn/nxy133
29501136,Rapid and robust analytical protocol for E. coli STEC bacteria subspecies differentiation using whole cell MALDI mass spectrometry.,10.1016/j.talanta.2018.01.055
30175355,Bimodal fluorogenic sensing of matrix proteolytic signatures in lung cancer.,10.1039/c8ob01790e
30254098,Redox regulation of pyruvate kinase M2 by cysteine oxidation and S-nitrosation.,10.1042/BCJ20180556
30266715,Immune Cell Gene Signatures for Profiling the Microenvironment of Solid Tumors.,10.1158/2326-6066.CIR-18-0342
30237139,"Expansion of the metazoan virosphere: progress, pitfalls, and prospects.",10.1016/j.coviro.2018.08.008
30235205,Coinfections and comorbidities in African health systems: At the interface of infectious and noninfectious diseases.,10.1371/journal.pntd.0006711
30247603,Impact of Zostavax Vaccination on T-Cell Accumulation and Cutaneous Gene Expression in the Skin of Older Humans After Varicella Zoster Virus Antigen-Specific Challenge.,10.1093/infdis/jiy420
30227889,Effects of mutations in the effector domain of influenza A virus NS1 protein.,10.1186/s13104-018-3779-6
30249809,Pleiotropic Impacts of Macrophage and Microglial Deficiency on Development in Rats with Targeted Mutation of the Csf1r Locus.,10.4049/jimmunol.1701783
30206371,Antiviral innate immune response in non-myeloid cells is augmented by chloride ions via an increase in intracellular hypochlorous acid levels.,10.1038/s41598-018-31936-y
30181348,Staphylococcus pseudintermedius Surface Protein L (SpsL) Is Required for Abscess Formation in a Murine Model of Cutaneous Infection.,10.1128/IAI.00631-18
29706332,Public health significance of Campylobacter spp. colonisation of wild game pheasants (Phasianus colchicus) in Scotland.,10.1016/j.fm.2018.04.002
30245865,Evidence of a distinct group of Black African patients with systemic lupus erythematosus.,10.1136/bmjgh-2017-000697
30238872,Concerted IL-25R and IL-4Rα signaling drive innate type 2 effector immunity for optimal helminth expulsion.,10.7554/eLife.38269
30194779,Sex-dependent changes in neuroactive steroid concentrations in the rat brain following acute swim stress.,10.1111/jne.12644
30230082,Estimating selection on the act of inbreeding in a population with strong inbreeding depression.,10.1111/jeb.13376
30258571,The biofilm eradication activity of acetic acid in the management of periprosthetic joint infection.,10.1302/2046-3758.78.BJR-2018-0045.R1
30223253,Validation of EUROArray HPV test using the VALGENT framework.,10.1016/j.jcv.2018.09.005
30201699,Bovine Staphylococcus aureus Superantigens Stimulate the Entire T Cell Repertoire of Cattle.,10.1128/IAI.00505-18
30226847,"The prevalence of brucellosis and bovine tuberculosis in ruminants in Sidi Kacem Province, Morocco.",10.1371/journal.pone.0203360
30177790,Forkhead box transcription factors as context-dependent regulators of lymphocyte homeostasis.,10.1038/s41577-018-0048-9
30165630,The Structure of a Conserved Telomeric Region Associated with Variant Antigen Loci in the Blood Parasite Trypanosoma congolense.,10.1093/gbe/evy186
30143871,Population genetics of benzimidazole-resistant Haemonchus contortus and Haemonchus placei from buffalo and cattle: implications for the emergence and spread of resistance mutations.,10.1007/s00436-018-6055-8
30138758,Molecular epidemiology of methicillin-susceptible Staphylococcus aureus (MSSA) isolated from milk of cows with subclinical mastitis.,10.1016/j.micpath.2018.08.031
30086717,Combination of novel and public RNA-seq datasets to generate an mRNA expression atlas for the domestic chicken.,10.1186/s12864-018-4972-7
30139951,The protein tyrosine phosphatase PTPN22 negatively regulates presentation of immune complex derived antigens.,10.1038/s41598-018-31179-x
30104478,Sensors for Fetal Hypoxia and Metabolic Acidosis: A Review.,10.3390/s18082648
30107148,Ubiquitous parasites drive a 33% increase in methane yield from livestock.,10.1016/j.ijpara.2018.06.001
30138864,Electrochemical sensing of human neutrophil elastase and polymorphonuclear neutrophil activity.,10.1016/j.bios.2018.08.013
30137312,The role of neutrophils in cancer.,10.1093/bmb/ldy029
30103784,Exploring causality in the association between circulating 25-hydroxyvitamin D and colorectal cancer risk: a large Mendelian randomisation study.,10.1186/s12916-018-1119-2
30071034,"Delivery and evaluation of participatory education for animal keepers led by veterinarians and para-veterinarians around the Kanha Tiger Reserve, Madhya Pradesh, India.",10.1371/journal.pone.0200999
30140680,Lawsonia intracellularis: Revisiting the Disease Ecology and Control of This Fastidious Pathogen in Pigs.,10.3389/fvets.2018.00181
30111635,"The Coumarin Glucoside, Esculin, Reveals Rapid Changes in Phloem-Transport Velocity in Response to Environmental Cues.",10.1104/pp.18.00574
30169062,Probing the Spatiotemporal Dynamics of Catalytic Janus Particles with Single-Particle Tracking and Differential Dynamic Microscopy.,10.1103/PhysRevLett.121.078001
30112734,The potential of small ruminant farming as a means of poverty alleviation in rural southern India.,10.1007/s11250-018-1686-4
30127015,Evolutionary history of human Plasmodium vivax revealed by genome-wide analyses of related ape parasites.,10.1073/pnas.1810053115
30066701,Electrodrugs: an electrochemical prodrug activation strategy.,10.1039/c8cc04151b
30150301,Mapping and Sequencing of a Significant Quantitative Trait Locus Affecting Resistance to Koi Herpesvirus in Common Carp.,10.1534/g3.118.200593
30155720,3D human liver tissue from pluripotent stem cells displays stable phenotype in vitro and supports compromised liver function in vivo.,10.1007/s00204-018-2280-2
30085900,DEMONSTRATION OF THE ANTHELMINTIC POTENCY OF MARIMASTAT IN THE HELIGMOSOMOIDES POLYGYRUS RODENT MODEL.,10.1645/18-33
30123239,Gene Expression Response to Sea Lice in Atlantic Salmon Skin: RNA Sequencing Comparison Between Resistant and Susceptible Animals.,10.3389/fgene.2018.00287
30143784,Bovine telomere dynamics and the association between telomere length and productive lifespan.,10.1038/s41598-018-31185-z
30169870,Orchestrating the proteome with post-translational modifications.,10.1093/jxb/ery295
30135471,Genome-wide scan of the effect of common nsSNPs on colorectal cancer survival outcome.,10.1038/s41416-018-0117-7
30048013,Sporadic Fatal Insomnia in Europe: Phenotypic Features and Diagnostic Challenges.,10.1002/ana.25300
30039257,Comparative MHC nomenclature: report from the ISAG/IUIS-VIC committee 2018.,10.1007/s00251-018-1073-3
29978772,Detection of potentially human infectious assemblages of Giardia duodenalis in fecal samples from beef and dairy cattle in Scotland.,10.1017/S0031182018001117
30013237,Human skin commensals augment Staphylococcus aureus pathogenesis.,10.1038/s41564-018-0198-3
29912702,Diagnosis of Methionine/Valine Variant Creutzfeldt-Jakob Disease by Protein Misfolding Cyclic Amplification.,10.3201/eid2407.172105
